state,homeStatus,bedrooms,bathrooms,price,yearBuilt,lotSize,propertyTaxRate,description,propertyTypeDimension
WA,FOR_SALE,6.0,6.0,645000,2020,7840.0,0.78,"Modern Duplex Investment Opportunity centrally located in Spokane Valley! This newer, well maintained 2-story duplex features 3 bedrooms, 2.5 baths, & over 1,600 sq ft of well-planned living space in both units. Thoughtfully designed w/ high quality materials, each unit boasts durable LVP flooring, quartz countertops, soft-close cabinets, & SS apps in a spacious open-concept layout. Main floor also includes 1/2 bath, under-stair closet/pantry, & direct access to 2-car garage. Upstairs, primary suite has attached full bath w/ dual sinks & quartz counters + 2 add'l beds, 2nd full bath & laundry. Outside each unit has a private backyard w/ patio & 6 ft vinyl fence. Off street parking in front, central A/C & efficient gas heating. Located on a quiet street in a neighborhood of newer duplexes. Ideal for investors, those seeking to live in one unit while renting the other, or multi-generational families. Gross income of $3,600/month. Virtual tours of each unit available, please do not disturb tenants.",Multi Family
WA,FOR_SALE,6.0,6.0,599900,2021,,0.63,"Great duplex in Winlock! Open Concept floor plan with 1458 sq ft per unit. Super Investment opportunity. Covered porch areas and fenced backyards for each unit. Off-street parking, Large Parking apron and 2 Car Garages for up to 12 parking spaces. Both units have 3 bedrooms, 2½ baths and Laundry area Large open living area kitchen and pantry, stainless steel appliances and refrigerator. LVT flooring throughout except the carpeted stairs. Primary bedroom includes an extra-large walk-in closet that could be a office or nursery, double sinks in the primary bathroom. Close to restaurants, schools, banks, and groceries. Short drive to Chehalis and an hour away from PDX. Great rental history, this will sell fast!",Multi Family
WA,FOR_SALE,,,0,2024,0.0,0.77,"Welcome to Tredomas by Shelter Homes, a sanctuary of modern elegance nestled at the corner of 100th Ave NE and 101st Place NE in Moss Bay. This intimate collection of six homes is a testament to exceptional craftsmanship, blending high-end finishes with thoughtful design. Two distinctive floor plans showcase impeccable quality, luxury amenities, and an unparalleled location. With easy access to I-405 and Highway 522, your commute to Seattle & downtown Bellevue is effortless. Explore the charm of nearby cafes, local eateries, and outdoor havens like Saint Edward State Park, Juanita Beach Park & the new Totem Lake Village for all your shopping needs.",Multi Family
WA,FOR_SALE,15.0,10.0,2065000,2024,13068.0,0.78,"Now complete! Special financing available! Stylish, brand new zero lot-line townhome on the Northside that you really need to see to feel how cool it is. Minimize maintenance & maximize livability in this beautifully finished 2 story home in an established neighborhood. Open, bright & airy with comfortable spacious living areas, an attached garage, 9' ceilings on the main floor and large windows everywhere. Good sized bedrooms upstairs, including primary suite overlooking the street with a large closet & private bath. Nicely finished with granite countertops, soft close cabinets, LVP flooring, open rail staircase & more. Enjoy the benefits & functionality of new construction in an existing neighborhood with nearby amenities. No HOA fees & no cookie cutter street! Special financing allowing for a low downpayment & lower monthly payment w/lender paid mortgage insurance. Up to $10k toward downpayment at 0% interest & 0 payments,  with NO income limit. Contact agent for details. Save money and simplify your life!",Multi Family
WA,FOR_SALE,12.0,8.0,1050000,2023,4800.0,0.76,"Incredible turnkey multifamily investment! Professionally managed, newly-built townhouse-style rental units are a passive investor’s dream. Built in 2023 these 4 units, all boasting 3 bedrooms and 1.5 bathrooms 2-story & under builder’s warranty in 2024. Fire sprinklers! Offers a remarkable 6.0% Cap Rate on Year 1 stabilized, 11.67 GRM. 100% occupancy w/ tenant wait list. Mostly market rate tenants but also Section 8 approved, for consistent income. Option for 1-3 more fourplex under devt, if larger portfolio is desired. Offering is for portfolio of 4 fourplexes but open to offers for individual 4plex(es). Addresses: 285 22nd Ave, 263 20th Ave, 259 20th Ave, 257 20th Ave. All separate parcels.",Multi Family
WA,FOR_SALE,,,1950000,2024,4791.0,0.78,"Brand new 9 unit apartment project scheduled for completion in December of 2024. The 9 units consist of 3 studios and 6 two bedroom units. Project has been approved for property tax abatement for 12 years, and sits in an opportunity zone.",Multi Family
WA,FOR_SALE,8.0,6.0,619400,2024,9583.0,0.71,"ATTENTION INVESTORS!     Here is the best opportunity to invest in Connell WA. Just 35 miles outside of Tri-Cities WA, it is one of the nation's fastest-growing markets in America. With high job growth and strong rental demand, we present 4 brand new duplexes totaling 8 units.   This marvelous property is ready to be occupied by the local community. Each duplex sits in its own lot and with it has its own individual tax parcel number.   Each duplex is:   2,996 sq ft  -1,498 sq ft per unit   -4Bed 3Bath     Don’t miss out, this opportunity won’t last long!",Multi Family
WA,FOR_SALE,,,0,2024,0.0,0.77,"The Emerald is Seattle's new collection of modern high-rise condominium homes rising above an iconic downtown address at Second and Stewart. Amenities include fitness center, yoga studio, pet run & spa, guest suite, onsite electric carshare, & full-floor rooftop indoor/outdoor lounge.
The Emerald is over 70% sold, contact the sales team to schedule your tour while the opportunity remains.",Multi Family
WA,FOR_SALE,3.0,3.0,674900,2024,,0.76,"Beautiful custom new construction daylight ranch home with separate living quarters and RV parking in peaceful & picturesque neighborhood! Enjoy this gorgeous new home with soaring high vaulted ceilings, an abundance of natural light, and amazing views! Primary bedroom and office on main. Spacious primary bedroom with walk-in closet with built-ins, elegant & spa-like master bathroom with stunning tile floor and shower. Second kitchen and second laundry in the basement with two bedrooms and full bathroom with separate entrance - perfect for multi-generational living or potential ADU! Each level with separate heating/cooling systems for extra comfort. Covered deck and covered patio offers year-round outdoor entertainment. Quiet and peaceful neighborhood with alluring territorial views. Prime location with just minutes away from I-5 and Ilani. Must see!",Multi Family
WA,FOR_SALE,32.0,16.0,4500000,2022,,0.76,"Listing includes:986051999, 221 SE Clark Ave(built 2020),986051998, 219 SE Clark Ave.(Built 2022) Stormwater parcel #986052000 (Tract ""A"") is jointly owned by properties 1,2 & 3. See Daybreak Gardens Short Plat, P&L Analysis, Property Features for details. Please email LA for Offering Memorandum.",Multi Family
WA,FOR_SALE,9.0,6.0,1523000,2024,7840.0,0.78,"What's better than a new construction ready-to-rent triplex? Having the property be divisible. Each unit sits on its own sellable parcel, meaning you can sell them individually in the future if you’d like. The location is on a quiet street near the Centennial Trail, parks, Downriver Golf course, and all the great restaurants and shops in Kendall yards. The property offers low-maintenance, modern living renters and owners desire. Built by Urban Empire Homes with open layouts and abundant natural light, all three places are turnkey with all new appliances. Each offers three bedrooms and two bathrooms, with a roomy kitchen featuring granite counters, stainless appliances, and a comfortable primary suite with a walk-in closet. Complete with LVP floors, window coverings, attached garages, sprinklered yards, and central A/C. Take advantage of this unique opportunity to own three adjacent doors with the flexibility to sell them separately.",Multi Family
WA,FOR_SALE,,,11750000,2017,27164.0,0.77,"The Park East Apartments is a true pride-of-ownership multifamily investment in downtown Bellevue. Constructed with the materials & finishes of a luxury high-rise, Park East represents the highest quality sub-institutional apartment community ever built in Bellevue. Completed in 2017, Park East comprises 16 luxury units over a structured concrete parking garage. The unit mix includes two studio lofts, 5 one-bedroom flats, two 1-bed/1.5 bath townhomes, five 2-bed/2 bath townhomes, & two 3-bed/2.5 bath townhomes. Each unit is thoughtfully designed to maximize living space & amenities. For tenant comfort, there are 27 secured parking spaces along with five additional guest/moving spaces, plus well-appointed community room & outdoor play space.",Multi Family
WA,FOR_SALE,6.0,5.0,775000,2023,11325.0,0.78,"Brand New 2-Story Duplex located on a private, dead-end street. Beautiful modern-style units with attached garages. Live in one side and rent the other while before they are all leased up. Or use one unit as an ""in-law setup"".  These units have 3 bed 2.5 bath and 1494sqft. Stainless appliances, hard surface counters and washer/dryers in units. Modern style finishes with Huntwood cabinets and low maintenance LVP flooring. Large primary suite with walk in closet and private bathroom. Landscaping to be completed prior to closing. There is a total of 4 duplexes left available on this street. These are the perfect, low maintenance multi-family units for your investment portfolio.",Multi Family
WA,FOR_SALE,4.0,3.0,1174950,2024,,0.72,"This plan lives like a single-family home with a light and open main floor perfect for entertaining, offering room for everyone. the gourmet chef's kitchen and walk-in pantry will be your partner during the holiday season full of guests, many meals, and football game days. Upstairs you will find all 4 bedrooms, including the spa-like primary suite with 5-piece bath and walk-in closet. Don't forget the 2-car, side-by-side garage with ample room for your vehicles. Select your finishes today and realize your dream home.",Multi Family
WA,FOR_SALE,8.0,,619400,2024,9583.0,0.71,"MLS# 279891 ATTENTION INVESTORS! Here is the best opportunity to invest in Connell WA. With just 35 miles of Tri-Cities WA, it is one of the nation's fastest-growing markets in America. With high job growth and strong rental demand, We present 4 brand new duplexes totaling 8 units. This marvelous property is no doubtingly ready to be occupied by the local community. Each duplex sits in its own lot and with it has its own individual tax parcel number. Each duplex is: 2,996 sq ft-1,498 sq ft per unit -4Bed 3Bath Don’t miss out, this opportunity won’t last long!",Multi Family
WA,FOR_SALE,21.0,16.0,1950000,2020,6098.0,0.78,"Portfolio Investment opportunity in Cheney. 4 Buildings with 7 units for a total of $12,615 gross monthly income.   First parcel 15 ERIE is just steps to Eastern Washington Campus. This triplex is has a solid rental history and is ready for a new owner. The main house built in 1948 has 5 bed/2bath with 1,650 sq ft. The duplex built in 2006 has 2bed/1 bath at 720 sq ft per unit. Low maintenance landscaping and paved parking off of the alley.  Second and third parcel 907/909 GREENFIELD and 913/915 GREENFIELD Stunning 2020 built duplex. Each side of the duplex has 3 bedrooms and 3 bathrooms. The beautiful kitchen has quartz counters, the master bedroom has double walk-in closets and double sinks in the master bath. Hi efficiency mini split heating and cooling system. From the LVP flooring to the 50 year paint on the siding - all the products used are meant for longevity and low maintenance. 1,386 sq ft per unit for a total of 2,772 sq ft.",Multi Family
